Name,Symbol,Price (USD),Market Cap (USD),Volume 24h (USD),Percent Change 24h (%),Circulating Supply,Total Supply,Max Supply,Last Update (DATE),Source
Bitcoin,btc,97851.0,1937022229972.0,100611554887.0,-2.28431,19798450.0,21000000.0,21000000.0,2024-12-19T23:55:46.921Z,CoinGecko
XRP,xrp,2.26,129714340650.0,21063875011.0,-1.84045,57252380420.0,99986807248.0,100000000000.0,2024-12-19T23:55:36.061Z,CoinGecko
BNB,bnb,669.02,97651283337.0,2614960154.0,-2.4347,145887575.79,145887575.79,200000000.0,2024-12-19T23:55:46.384Z,CoinGecko
Cardano,ada,0.886735,31782678364.0,2489154346.0,-8.48886,35823042952.72357,45000000000.0,45000000000.0,2024-12-19T23:55:37.010Z,CoinGecko
Avalanche,avax,39.08,16015318771.0,1248747886.0,-8.68877,409794372.0734166,448130603.2685319,720000000.0,2024-12-19T23:55:46.932Z,CoinGecko
Chainlink,link,22.95,14394603953.0,3004916083.0,-7.90836,626849971.3083414,1000000000.0,1000000000.0,2024-12-19T23:55:39.487Z,CoinGecko
Wrapped Bitcoin,wbtc,97618.0,13088300322.0,787745821.0,-2.39727,134153.19241033,134153.19241033,134153.19241033,2024-12-19T23:55:42.506Z,CoinGecko
Sui,sui,4.09,12004928106.0,3168141300.0,-5.44162,2927660018.558888,10000000000.0,10000000000.0,2024-12-19T23:55:38.458Z,CoinGecko
Stellar,xlm,0.371902,11252314137.0,1030922623.0,-6.19465,30211697441.23607,50001786911.16292,50001786911.16292,2024-12-19T23:55:47.173Z,CoinGecko
Hedera,hbar,0.269944,10351001316.0,1824527295.0,-1.15678,38248746262.019,50000000000.0,50000000000.0,2024-12-19T23:55:39.571Z,CoinGecko
Bitcoin Cash,bch,441.28,8744199927.0,683609067.0,-8.21125,19804084.27165078,21000000.0,21000000.0,2024-12-19T23:55:46.665Z,CoinGecko
Hyperliquid,hype,25.04,8360684632.0,31290078.0,7.47764,333928180.0,999990391.0,1000000000.0,2024-12-19T23:55:39.564Z,CoinGecko
Uniswap,uni,12.83,7704278846.0,1451615097.0,-13.30869,600483073.71,1000000000.0,1000000000.0,2024-12-19T23:55:37.668Z,CoinGecko
Litecoin,ltc,100.0,7546662560.0,1887943315.0,-7.6454,75324739.48347135,84000000.0,84000000.0,2024-12-19T23:55:42.502Z,CoinGecko
Pepe,pepe,1.72e-05,7252442887.0,4679502428.0,-11.24038,420690000000000.0,420690000000000.0,420690000000000.0,2024-12-19T23:55:44.480Z,CoinGecko
Bitget Token,bgb,4.52,6323685854.0,577729275.0,7.93318,1400001000.0,2000000000.0,2000000000.0,2024-12-19T23:55:45.826Z,CoinGecko
Aave,aave,316.72,4756195807.0,1534192615.0,-7.03868,15016825.08529336,16000000.0,16000000.0,2024-12-19T23:55:45.362Z,CoinGecko
Ethereum Classic,etc,26.92,4045574104.0,563695075.0,-8.52213,150012197.8961208,210700000.0,210700000.0,2024-12-19T23:55:38.966Z,CoinGecko
Mantle,mnt,1.17,3954258082.0,320756989.0,7.22689,3366841707.83684,6219316794.99,6219316794.99,2024-12-19T23:55:42.748Z,CoinGecko
VeChain,vet,0.04548597,3686146144.0,254037445.0,-9.79458,80985041177.0,85985041177.0,86712634466.0,2024-12-19T23:55:37.741Z,CoinGecko
WhiteBIT Coin,wbt,24.92,3593853778.0,52881941.0,0.71089,144118517.10815412,336872286.0,400000000.0,2024-12-19T23:55:38.791Z,CoinGecko
Artificial Superintelligence Alliance,fet,1.32,3438752107.0,783498095.0,-8.24822,2609959126.672,2719493896.672,2719493896.672,2024-12-19T23:55:39.564Z,CoinGecko
Bittensor,tao,450.76,3335178105.0,417905816.0,-10.14873,7381023.0,21000000.0,21000000.0,2024-12-19T23:55:36.892Z,CoinGecko
Arbitrum,arb,0.785212,3316840149.0,1005029420.0,-8.75313,4210111968.0,10000000000.0,10000000000.0,2024-12-19T23:55:45.589Z,CoinGecko
Filecoin,fil,5.13,3142405893.0,1011911976.0,-9.26434,613081400.0,1959730643.0,1959730643.0,2024-12-19T23:55:38.804Z,CoinGecko
Kaspa,kas,0.121431,3094583385.0,303434721.0,-4.44427,25387087981.84152,25387131594.43908,28704026601.0,2024-12-19T23:55:41.554Z,CoinGecko
Fantom,ftm,1.002,2811981196.0,930315685.0,-10.517,2803634835.526592,3175000000.0,3175000000.0,2024-12-19T23:55:39.252Z,CoinGecko
Algorand,algo,0.335009,2794889870.0,569243653.0,-8.93942,8334786767.757755,8334786912.614635,10000000000.0,2024-12-19T23:55:46.878Z,CoinGecko
OKB,okb,45.84,2749575093.0,24323850.0,-5.79665,60000000.0,235957685.3,300000000.0,2024-12-19T23:55:43.909Z,CoinGecko
Stacks,stx,1.8,2711431373.0,331323515.0,-10.61324,1505475317.7131,1505477317.7131,1818000000.0,2024-12-19T23:55:46.510Z,CoinGecko
Optimism,op,1.92,2603953345.0,817990662.0,-10.87155,1351719035.0,4294967296.0,4294967296.0,2024-12-19T23:55:43.965Z,CoinGecko
Ondo,ondo,1.76,2534725250.0,558477831.0,-3.72171,1437319741.0074873,10000000000.0,10000000000.0,2024-12-19T23:55:44.751Z,CoinGecko
Immutable,imx,1.41,2402364322.0,145233303.0,-9.84591,1694765880.3898141,2000000000.0,2000000000.0,2024-12-19T23:55:39.955Z,CoinGecko
Virtuals Protocol,virtual,2.29,2297529217.0,396389243.0,-9.76007,1000000000.0,1000000000.0,1000000000.0,2024-12-19T23:55:47.604Z,CoinGecko
Bonk,bonk,2.955e-05,2243875847.0,761821026.0,-5.05221,75784861943886.44,92670687411634.64,92670687411634.64,2024-12-19T23:55:46.629Z,CoinGecko
dogwifhat,wif,2.09,2087204965.0,1202181639.0,-9.37597,998926392.0,998926392.0,998926392.0,2024-12-19T23:55:38.956Z,CoinGecko
Theta Network,theta,2.04,2047210023.0,109450692.0,-12.07974,1000000000.0,1000000000.0,1000000000.0,2024-12-19T23:55:38.127Z,CoinGecko
The Graph,grt,0.212426,2034423026.0,194371491.0,-9.20697,9548531509.16547,10788004319.0,10788004319.0,2024-12-19T23:55:39.879Z,CoinGecko
Pudgy Penguins,pengu,0.02886366,1820435276.0,1550610698.0,-18.84472,62860396090.0,88888888888.0,88888888888.0,2024-12-19T23:55:46.787Z,CoinGecko
THORChain,rune,5.23,1800496130.0,605453469.0,-10.93856,344042489.0,416322208.0,500000000.0,2024-12-19T23:55:37.361Z,CoinGecko
Worldcoin,wld,2.2,1750469274.0,730793684.0,-8.9015,792228836.4566858,10000000000.0,10000000000.0,2024-12-19T23:55:38.731Z,CoinGecko
Movement,move,0.745347,1678284036.0,1228754800.0,19.39522,2250000000.0,10000000000.0,10000000000.0,2024-12-19T23:55:43.942Z,CoinGecko
FLOKI,floki,0.00017016,1651889444.0,653225217.0,-10.49111,9674240645270.0,10000000000000.0,10000000000000.0,2024-12-19T23:55:39.759Z,CoinGecko
JasmyCoin,jasmy,0.03401384,1651379368.0,447419750.0,-8.90192,48419999999.3058,50000000000.0,50000000000.0,2024-12-19T23:55:41.459Z,CoinGecko
Quant,qnt,110.51,1609034059.0,104400071.0,-3.49449,14544176.164091088,14612493.0,14612493.0,2024-12-19T23:55:45.076Z,CoinGecko
Tokenize Xchange,tkx,18.97,1517364826.0,17050102.0,-6.2043,79995999.05112354,100000000.0,100000000.0,2024-12-19T23:55:38.050Z,CoinGecko
GALA,gala,0.03548662,1490923701.0,489506517.0,-11.30009,41995201719.66669,41995203104.14735,50000000000.0,2024-12-19T23:55:39.899Z,CoinGecko
Maker,mkr,1650.49,1473103179.0,308829550.0,-1.13151,891116.1684914205,919890.0429689635,1005577.0,2024-12-19T23:55:43.227Z,CoinGecko
Lido DAO,ldo,1.62,1454760707.0,596982617.0,-13.81858,896147256.7293415,1000000000.0,1000000000.0,2024-12-19T23:55:42.246Z,CoinGecko
Fasttoken,ftn,3.32,1417001340.0,49018450.0,0.38211,426998421.4,870742437.0,1000000000.0,2024-12-19T23:55:38.611Z,CoinGecko
Solv Protocol SolvBTC,solvbtc,97709.0,1365588255.0,13397870.0,-2.11826,13984.04244382445,13984.68447666479,21000000.0,2024-12-19T23:55:45.892Z,CoinGecko
NEXO,nexo,1.36,1358221962.0,15731653.0,-0.95994,1000000000.0,1000000000.0,1000000000.0,2024-12-19T23:55:43.750Z,CoinGecko
Beam,beam,0.02574767,1354121912.0,156460725.0,-11.45737,52561007898.0,61148853857.0,61148853857.0,2024-12-19T23:55:45.698Z,CoinGecko
Pyth Network,pyth,0.372166,1351865992.0,179632507.0,-5.77618,3624988786.43857,10000000000.0,10000000000.0,2024-12-19T23:55:34.015Z,CoinGecko
The Sandbox,sand,0.552548,1343330370.0,622638955.0,-9.29087,2430232126.2233224,3000000000.0,3000000000.0,2024-12-19T23:55:39.564Z,CoinGecko
Brett,brett,0.131594,1303954996.0,152223627.0,-9.97888,9909972885.767925,9909972916.524715,9999998988.0,2024-12-19T23:55:45.855Z,CoinGecko
Raydium,ray,4.43,1291041328.0,180216245.0,-0.34517,290888823.959345,555000000.0,555000000.0,2024-12-19T23:55:45.516Z,CoinGecko
Helium,hnt,7.21,1262075343.0,44313112.0,-4.64678,175058817.0378314,223000000.0,223000000.0,2024-12-19T23:55:39.972Z,CoinGecko
EOS,eos,0.819452,1243119073.0,329262659.0,-9.081,1516885789.1746,2100000000.0,2100000000.0,2024-12-19T23:59:58.967Z,CoinGecko
Ethereum Name Service,ens,35.97,1199792114.0,481442422.0,-8.75943,33165585.054507963,100000000.0,100000000.0,2024-12-19T23:59:59.803Z,CoinGecko
Jupiter,jup,0.852773,1151762075.0,301283332.0,-7.79314,1350000000.0,10000000000.0,10000000000.0,2024-12-19T23:59:53.492Z,CoinGecko
Arweave,ar,17.2,1131627293.0,361577604.0,-4.91175,65454185.5381511,65454185.5381511,66000000.0,2024-12-19T23:59:54.860Z,CoinGecko
Starknet,strk,0.487515,1103986975.0,225750463.0,-7.20104,2259283720.0,10000000000.0,10000000000.0,2024-12-19T23:59:56.302Z,CoinGecko
Marinade Staked SOL,msol,242.33,1091912754.0,46729792.0,-5.14594,4494922.0,4494966.0,4494923.0,2024-12-19T23:59:52.889Z,CoinGecko
Fartcoin,fartcoin,1.092,1084447748.0,281767330.0,38.86291,999995852.786396,999995852.78415,1000000000.0,2024-12-19T23:59:59.058Z,CoinGecko
IOTA,iota,0.299367,1065592394.0,97152848.0,-8.2403,3554846536.0,4600000000.0,4600000000.0,2024-12-19T23:59:52.226Z,CoinGecko
dYdX,dydx,1.48,1053684241.0,140694959.0,-12.49561,711078763.8888474,711078763.8888474,1000000000.0,2024-12-19T23:59:59.244Z,CoinGecko
Curve DAO,crv,0.839936,1053516737.0,684053459.0,-11.92669,1254281940.0,2205265728.197441,3303030299.0,2024-12-19T23:59:49.843Z,CoinGecko
Bitcoin SV,bsv,52.89,1049778803.0,59959465.0,-5.93935,19799631.25,21000000.0,21000000.0,2024-12-19T23:59:55.361Z,CoinGecko
BitTorrent,btt,1.07e-06,1041399266.0,61605393.0,-7.12975,968246428571000.0,990000000000000.0,990000000000000.0,2024-12-19T23:59:55.904Z,CoinGecko
Core,core,1.11,1039028619.0,119625217.0,-2.75667,929674681.8232732,2100000000.0,2100000000.0,2024-12-19T23:59:57.443Z,CoinGecko
MultiversX,egld,34.62,965877925.0,113087264.0,-9.15628,27735041.0,27735041.0,31415926.0,2024-12-19T23:59:59.250Z,CoinGecko
Axie Infinity,axs,6.04,952325756.0,187150023.0,-8.46169,156814975.1079627,270000000.0,270000000.0,2024-12-19T23:59:57.006Z,CoinGecko
Mog Coin,mog,2.34e-06,912988608.0,51536912.0,-6.52795,390567524379063.56,390567524379063.56,420690000000000.0,2024-12-19T23:59:52.851Z,CoinGecko
Polygon,matic,0.475512,911922563.0,19954771.0,-7.95247,1912859544.3793108,10000000000.0,10000000000.0,2024-12-19T23:59:52.903Z,CoinGecko
Solv Protocol SolvBTC.BBN,solvbtc.bbn,97647.0,911347134.0,2434019.0,-2.56788,9330.399260732689,9330.399782647642,21000000.0,2024-12-19T23:59:55.753Z,CoinGecko
Decentraland,mana,0.482094,902318354.0,242879207.0,-6.95905,1868020227.70193,2193179327.320146,2193179327.320146,2024-12-19T23:59:58.917Z,CoinGecko
ApeCoin,ape,1.16,842169244.0,402297053.0,-11.59813,721448863.0,1000000000.0,1000000000.0,2024-12-19T23:59:54.362Z,CoinGecko
Pendle,pendle,4.84,804423922.0,231563729.0,-15.08842,165215592.7570265,258446028.2446348,258446028.2446348,2024-12-19T23:59:54.930Z,CoinGecko
Zcash,zec,48.33,771518909.0,123377369.0,-4.43799,15797128.2905448,21000000.0,21000000.0,2024-12-20T00:00:00.122Z,CoinGecko
Akash Network,akt,3.09,769766734.0,20234151.0,-4.3986,247443076.710739,248288195.807791,388539008.0,2024-12-19T23:59:54.055Z,CoinGecko
Popcat,popcat,0.768527,753383506.0,184651108.0,-7.04022,979978669.96,979978669.96,979978694.0,2024-12-19T23:59:53.774Z,CoinGecko
Wormhole,w,0.267065,742703251.0,183769374.0,-9.31916,2779379622.0,10000000000.0,10000000000.0,2024-12-20T00:00:00.327Z,CoinGecko
Synthetix Network,snx,2.14,730397853.0,97308630.0,-9.81692,339466216.9903987,339889850.0887736,339889850.0887736,2024-12-19T23:59:54.976Z,CoinGecko
ai16z,ai16z,0.66378,730284068.0,55106163.0,-3.73402,1099999361.714222,1099999361.714222,1099999958.01,2024-12-19T23:59:53.755Z,CoinGecko
PancakeSwap,cake,2.44,727153177.0,267587080.0,-12.84255,289472317.2505548,380879625.7418819,450000000.0,2024-12-19T23:59:53.850Z,CoinGecko
Compound,comp,80.53,714261480.0,145775353.0,-10.76846,8865141.014554514,10000000.0,10000000.0,2024-12-19T23:59:57.336Z,CoinGecko
Amp,amp,0.00836119,706089718.0,75460478.0,0.50809,84231346590.2867,99669205039.99,99669205039.99,2024-12-19T23:59:55.031Z,CoinGecko
Ronin,ron,1.87,701786900.0,83582252.0,-14.77818,373258879.5997186,1000000000.0,1000000000.0,2024-12-19T23:59:55.407Z,CoinGecko
SuperVerse,super,1.53,693548691.0,75156178.0,-9.93026,451694843.416917,999998077.4169172,999998077.4169172,2024-12-19T23:59:57.809Z,CoinGecko
eCash,xec,3.479e-05,693504862.0,50417071.0,-7.49172,19799876547584.0,21000000000000.0,21000000000000.0,2024-12-19T23:59:58.945Z,CoinGecko
Peanut the Squirrel,pnut,0.667837,675053699.0,973835053.0,-22.87725,999858912.07,999858912.07,999858912.07,2024-12-19T23:59:53.610Z,CoinGecko
dYdX,ethdydx,1.47,666993299.0,116749130.0,-12.93818,449492912.01258934,449492912.01258934,1000000000.0,2024-12-19T23:59:59.566Z,CoinGecko
CHEX Token,chex,0.662328,661651898.0,6109803.0,-4.59512,998916421.4505814,998916421.4505814,1000000000.0,2024-12-19T23:59:56.549Z,CoinGecko
DOG•GO•TO•THE•MOON (Runes),dog,0.00654809,654884353.0,73013603.0,-10.29438,100000000000.0,100000000000.0,100000000000.0,2024-12-19T23:59:58.160Z,CoinGecko
ZKsync,zk,0.176374,648172629.0,229681656.0,-11.0171,3675000000.0,21000000000.0,21000000000.0,2024-12-20T00:00:00.685Z,CoinGecko
Gnosis,gno,249.7,646386994.0,13848773.0,-4.22603,2589589.0,3000000.0,3000000.0,2024-12-19T23:59:50.807Z,CoinGecko
LayerZero,zro,5.41,603379215.0,375612896.0,-9.61442,111152854.20763355,1000000000.0,1000000000.0,2024-12-19T23:59:55.348Z,CoinGecko
SPX6900,spx,0.620104,578796895.0,41145631.0,-6.15742,930993089.4490612,930993089.4490612,1000000000.0,2024-12-19T23:59:56.651Z,CoinGecko
Baby Doge Coin,babydoge,3.492e-09,573553833.0,94694820.0,-5.73731,1.6343285781398714e+17,4.2e+17,4.2e+17,2024-12-19T23:59:55.351Z,CoinGecko
Reserve Rights,rsr,0.01059728,570615215.0,84549962.0,-10.25496,53834088904.0,100000000000.0,100000000000.0,2024-12-19T23:59:55.268Z,CoinGecko
Echelon Prime,prime,10.99,564732304.0,30004235.0,-8.59917,51254675.1921,111111111.0,111111111.0,2024-12-19T23:59:59.181Z,CoinGecko
Oasis,rose,0.083294,564434091.0,85214887.0,-9.9524,6729795897.58809,10000000000.0,10000000000.0,2024-12-19T23:59:53.103Z,CoinGecko
Blur,blur,0.268552,561698457.0,126916290.0,-8.76593,2082378928.082191,3000000000.0,3000000000.0,2024-12-19T23:59:56.534Z,CoinGecko
Grass,grass,2.28,556711767.0,173442150.0,-13.33542,243905091.0,1000000000.0,1000000000.0,2024-12-19T23:59:51.620Z,CoinGecko
Turbo,turbo,0.00800719,553944379.0,216468155.0,-10.80607,69000000000.0,69000000000.0,69000000000.0,2024-12-19T23:59:58.130Z,CoinGecko
cat in a dogs world,mew,0.00605201,541177581.0,72384619.0,-7.1835,88888888888.88,88888888888.88,88888888888.88,2024-12-19T23:59:58.728Z,CoinGecko
1inch,1inch,0.383162,537645231.0,162504309.0,-9.07019,1396904229.139947,1499999999.997,1499999999.997,2024-12-19T23:59:53.979Z,CoinGecko
APENFT,nft,5.27577e-07,523663094.0,60004117.0,-0.48968,990105682877398.0,999990000000000.0,999990000000000.0,2024-12-19T23:59:54.325Z,CoinGecko
Safe,safe,1.003,517613139.0,31828893.0,-6.49546,514471796.0,1000000000.0,1000000000.0,2024-12-19T23:59:55.194Z,CoinGecko
AgentFun.AI,agentfun,5.09,511975456.0,67594.0,-6.6242,100000000.0,100000000.0,100000000.0,2024-12-19T23:59:53.601Z,CoinGecko
Arkham,arkm,1.51,503832790.0,264995821.0,-11.62156,333543180.0,1000000000.0,1000000000.0,2024-12-19T23:59:58.044Z,CoinGecko
Goatseus Maximus,goat,0.482513,484872190.0,333264304.0,-16.30479,999996474.688177,999996474.688177,1000000000.0,2024-12-20T00:00:00.833Z,CoinGecko
Vana,vana,15.3,473275833.0,176505086.0,-5.55477,30800000.0,120000000.0,120000000.0,2024-12-19T23:59:58.307Z,CoinGecko
Livepeer,lpt,12.36,454631027.0,123968247.0,-9.16557,36652078.47844458,36652078.47844458,36652078.47844458,2024-12-20T00:00:36.071Z,CoinGecko
io.net,io,3.55,446347052.0,346400281.0,3.73534,125631683.0,799999989.0843024,800000000.0,2024-12-20T00:00:44.253Z,CoinGecko
Dash,dash,36.3,440517835.0,195209829.0,-6.15216,12071745.05420835,18920000.0,18920000.0,2024-12-20T00:00:39.889Z,CoinGecko
Gigachad,giga,0.0454584,437553597.0,31602099.0,-13.08811,9604136902.35,9604136902.35,10000000000.0,2024-12-20T00:00:42.921Z,CoinGecko
Ether.fi,ethfi,2.08,435117185.0,276276660.0,-14.80711,209432904.0,1000000000.0,1000000000.0,2024-12-20T00:00:42.930Z,CoinGecko
Qubic,qubic,3.41e-06,427072186.0,18714981.0,-7.73939,124402080221963.0,125650605163131.0,200000000000000.0,2024-12-20T00:00:42.003Z,CoinGecko
Verus,vrsc,5.44,426467934.0,52223.0,-0.72223,78086050.1200563,83540184.0,83540184.0,2024-12-20T00:00:43.642Z,CoinGecko
BOOK OF MEME,bome,0.0060695,419226964.0,487979378.0,-10.62361,68999659569.0,68999659569.0,68999659569.0,2024-12-20T00:00:38.042Z,CoinGecko
Snek,snek,0.0055617,414111843.0,8280637.0,-0.93708,74333975132.0,75483975132.0,76715880000.0,2024-12-20T00:00:40.400Z,CoinGecko
Neiro,neiro,0.00096103,406750554.0,399107083.0,-19.10318,420690000000.0,420690000000.0,420690000000.0,2024-12-20T00:00:35.856Z,CoinGecko
QuantixAI,qai,89.43,402235699.0,5645400.0,-2.9711,4500000.0,10000000.0,10000000.0,2024-12-20T00:00:38.788Z,CoinGecko
WOO,woo,0.213105,400136648.0,53866194.0,-8.28465,1861713452.717067,2223213192.037396,2223213192.037396,2024-12-20T00:00:45.136Z,CoinGecko
Aethir,ath,0.070174,399358044.0,82127347.0,-1.38403,5684494252.0,42000000000.0,42000000000.0,2024-12-20T00:00:42.170Z,CoinGecko
Zilliqa,zil,0.02024488,392488352.0,71410465.0,-9.34065,19298257690.54881,19984213116.25881,21000000000.0,2024-12-20T00:00:35.323Z,CoinGecko
0x Protocol,zrx,0.453933,386336256.0,103574659.0,-8.55491,848396562.906836,1000000000.0,1000000000.0,2024-12-20T00:00:36.050Z,CoinGecko
Morpho,morpho,2.43,377235829.0,141283307.0,-13.0646,154397841.54933095,1000000000.0,1000000000.0,2024-12-20T00:00:36.457Z,CoinGecko
Zerebro,zerebro,0.370799,375313104.0,116446258.0,24.59557,999972148.909096,999972148.883352,1000000000.0,2024-12-20T00:00:35.291Z,CoinGecko
GMT,gmt,0.141861,373773328.0,110937594.0,-6.96596,2620919400.999503,5255886100.999503,6000000000.0,2024-12-20T00:00:40.698Z,CoinGecko
JUST,jst,0.03769121,373663271.0,68567652.0,-3.54695,9900000000.0,9900000000.0,9900000000.0,2024-12-20T00:00:44.444Z,CoinGecko
Convex Finance,cvx,4.43,365398745.0,42606723.0,-11.261,81990703.72425415,99811242.84983075,100000000.0,2024-12-20T00:00:40.691Z,CoinGecko
WEMIX,wemix,0.870813,363528124.0,5374666.0,-8.83308,414683633.6587653,534276857.9062014,590000000.0,2024-12-20T00:00:44.804Z,CoinGecko
Magic Eden,me,2.76,358385547.0,224761754.0,-1.54824,129751447.999992,1000000000.0,1000000000.0,2024-12-20T00:00:36.038Z,CoinGecko
Celo,celo,0.642866,358326643.0,101562729.0,-8.28617,556692051.0,1000000000.0,1000000000.0,2024-12-20T00:00:39.633Z,CoinGecko
Ankr Network,ankr,0.03525331,354194472.0,45311972.0,-7.69039,10000000000.0,10000000000.0,10000000000.0,2024-12-20T00:00:36.216Z,CoinGecko
SATS (Ordinals),sats,1.67254e-07,353017095.0,54600820.0,-10.93199,2100000000000000.0,2100000000000000.0,2100000000000000.0,2024-12-20T00:00:39.684Z,CoinGecko
Clearpool,cpool,0.478385,350333639.0,43328078.0,13.05473,727066700.7431598,1000000000.0,1000000000.0,2024-12-20T00:00:39.162Z,CoinGecko
IoTeX,iotx,0.03685646,349658948.0,45482703.0,-9.46938,9441369057.0,9441369062.0,10000000000.0,2024-12-20T00:00:44.212Z,CoinGecko
Memecoin,meme,0.01037196,348910841.0,221944938.0,-6.91089,33470676612.39406,69000000000.0,69000000000.0,2024-12-20T00:00:35.680Z,CoinGecko
OriginTrail,trac,0.849642,345847970.0,5226112.0,-6.37246,406087831.602,500000000.0,500000000.0,2024-12-20T00:00:37.358Z,CoinGecko
Basic Attention,bat,0.223424,334809598.0,69386636.0,-6.08933,1495658356.9526057,1500000000.0,1500000000.0,2024-12-20T00:00:37.737Z,CoinGecko
Aevo,aevo,0.3644,329064889.0,152892376.0,-10.65522,901742241.5675968,1000000000.0,1000000000.0,2024-12-20T00:00:36.839Z,CoinGecko
ZetaChain,zeta,0.565899,327654932.0,58999376.0,-6.90843,576114583.0,2100000000.0,2100000000.0,2024-12-20T00:00:35.169Z,CoinGecko
Osmosis,osmo,0.465137,327587995.0,22668298.0,-7.545,700174230.079757,997719379.738827,1000000000.0,2024-12-20T00:00:38.452Z,CoinGecko
aelf,elf,0.442618,325981469.0,17882077.0,-3.60891,736220770.5970018,996447453.8128119,1000000000.0,2024-12-20T00:00:37.371Z,CoinGecko
SwissBorg,borg,0.327075,322385244.0,4722312.0,-4.8551,983729858.442,983729858.442,1000000000.0,2024-12-20T00:00:41.894Z,CoinGecko
Manta Network,manta,0.82436,318915877.0,74448128.0,-9.60884,384500457.45,1000000000.0,1000000000.0,2024-12-20T00:00:36.287Z,CoinGecko
Bitcoin Gold,btg,18.1,316411287.0,64256157.0,-3.53584,17513924.0,21000000.0,21000000.0,2024-12-20T00:00:36.933Z,CoinGecko
Ravencoin,rvn,0.02131599,313354533.0,31339513.0,-6.15462,14623850411.56391,21000000000.0,21000000000.0,2024-12-20T00:00:40.075Z,CoinGecko
Harmony,one,0.02513479,310764324.0,54070265.0,-9.4029,12305426115.0007,13156044839.793139,13156044839.793139,2024-12-20T00:00:43.785Z,CoinGecko
SafePal,sfp,0.626613,307364504.0,11726824.0,-0.32242,487500000.0,500000000.0,500000000.0,2024-12-20T00:00:42.853Z,CoinGecko
Act I The AI Prophecy,act,0.320442,307149089.0,359158504.0,-19.07252,948246421.608022,948246421.608022,1000000000.0,2024-12-20T00:00:36.215Z,CoinGecko
XYO Network,xyo,0.0214714,299860931.0,18983859.0,2.06163,13931216938.01129,13931216938.01129,13931216938.01129,2024-12-20T00:00:39.689Z,CoinGecko
CorgiAI,corgiai,0.00086985,299408231.0,300695.0,-6.15288,343529984355.9779,372500000000.0,500000000000.0,2024-12-20T00:00:39.191Z,CoinGecko
Kadena,kda,0.993197,297897030.0,35730871.0,-9.9318,298660138.57109,1000000000.0,1000000000.0,2024-12-20T00:00:44.604Z,CoinGecko
Mask Network,mask,2.94,296687769.0,263448594.0,-7.98739,100000000.0,100000000.0,100000000.0,2024-12-20T00:00:35.224Z,CoinGecko
Fluid,fluid,7.44,295571802.0,5044428.0,-6.82691,39436803.20056228,100000000.0,100000000.0,2024-12-20T00:00:44.242Z,CoinGecko
Olympus,ohm,17.68,289850760.0,2297794.0,-13.04091,16280540.79856019,21747705.77873728,21747691.66644929,2024-12-20T00:00:37.370Z,CoinGecko
AltLayer,alt,0.124831,288906901.0,80489708.0,-9.01098,2310416665.0,10000000000.0,10000000000.0,2024-12-20T00:00:36.546Z,CoinGecko
yearn.finance,yfi,8498.37,286508435.0,96745518.0,-7.85257,33630.76815068262,36666.0,36666.0,2024-12-20T00:00:34.916Z,CoinGecko
MimbleWimbleCoin,mwc,25.88,284359751.0,18312.16,1.83904,10970528.8569404,10970547.4569404,20000000.0,2024-12-20T00:00:35.023Z,CoinGecko
Rollbit Coin,rlb,0.12151,282225970.0,2627411.0,-1.02354,2310452757.549391,2310423281.875532,5000000000.0,2024-12-20T00:00:39.490Z,CoinGecko
Supra,supra,0.04260593,278445641.0,49764520.0,-2.92422,6532996616.19,79000000000.0,100000000000.0,2024-12-20T00:00:41.451Z,CoinGecko
PepeCoin,pepecoin,2.53,278347432.0,4872902.0,-12.22827,109740418.89242898,109740418.89242898,133769420.0,2024-12-20T00:00:37.895Z,CoinGecko
Radix,xrd,0.02599912,277311521.0,3062039.0,-4.22335,10622338151.66346,13022349537.42917,24000000000.0,2024-12-20T00:00:40.780Z,CoinGecko
GMX,gmx,27.76,275813058.0,60782095.0,-10.66629,9887197.597254055,9887199.194661193,13250000.0,2024-12-20T00:00:43.009Z,CoinGecko
Dogs,dogs,0.00051555,267219435.0,162342724.0,-10.81582,516750000000.0,550000000000.0,550000000000.0,2024-12-20T00:00:41.283Z,CoinGecko
Decred,dcr,16.1,267099677.0,4339859.0,-5.77454,16513870.90431582,21000000.0,21000000.0,2024-12-20T00:00:39.771Z,CoinGecko
Metis,metis,42.89,266086560.0,32932244.0,-12.79821,6151334.342,10000000.0,10000000.0,2024-12-20T00:00:37.896Z,CoinGecko
Drift Protocol,drift,0.983342,264265849.0,54376276.0,-9.06451,268394390.080968,1000000000.0,1000000000.0,2024-12-20T00:00:40.677Z,CoinGecko
Biconomy,bico,0.282633,259816713.0,24162227.0,-9.00902,914661843.9091052,1000000000.0,1000000000.0,2024-12-20T00:00:39.427Z,CoinGecko
Across Protocol,acx,0.584115,259813602.0,70594907.0,-7.57368,443956536.36420876,1000000000.0,1000000000.0,2024-12-20T00:00:35.574Z,CoinGecko
aixbt by Virtuals,aixbt,0.259821,259569479.0,36671753.0,12.57539,1000000000.0,1000000000.0,1000000000.0,2024-12-20T00:00:35.896Z,CoinGecko
Shiro Neko,shiro,2.50983e-07,252667198.0,6082005.0,-3.26281,1000000000000000.0,1000000000000000.0,1000000000000000.0,2024-12-20T00:00:39.960Z,CoinGecko
